first,last,party,id,votes,avotes,electoral,winner,incumbent,percent,state,fips,rating
Roque,De La Fuente,Ind,64542,3,2,,,,0.0003,TN,47097,likely-r
Gloria,La Riva,Ind,7623,1,1,,,,0.0001,TN,47097,likely-r
Donald,Trump,GOP,8639,15334,0,,X,True,0.8192,TN,47099,likely-r
Joe,Biden,Dem,1036,3195,0,,,,0.1707,TN,47099,likely-r
Jo,Jorgensen,Lib,67957,116,0,,,,0.0062,TN,47099,likely-r
Don,Blankenship,Ind,66288,27,0,,,,0.0014,TN,47099,likely-r
Howie,Hawkins,Ind,32916,18,0,,,,0.001,TN,47099,likely-r
Kanye,West,Ind,69343,15,0,,,,0.0008,TN,47099,likely-r
Alyson,Kennedy,Ind,65352,6,0,,,,0.0003,TN,47099,likely-r
Gloria,La Riva,Ind,7623,5,0,,,,0.0003,TN,47099,likely-r
Roque,De La Fuente,Ind,64542,2,0,,,,0.0001,TN,47099,likely-r
Donald,Trump,GOP,8639,4474,3163,,X,True,0.7976,TN,47101,likely-r
Joe,Biden,Dem,1036,1072,841,,,,0.1911,TN,47101,likely-r
Jo,Jorgensen,Lib,67957,27,15,,,,0.0048,TN,47101,likely-r
Kanye,West,Ind,69343,15,5,,,,0.0027,TN,47101,likely-r
Howie,Hawkins,Ind,32916,8,6,,,,0.0014,TN,47101,likely-r
Alyson,Kennedy,Ind,65352,7,6,,,,0.0012,TN,47101,likely-r
Don,Blankenship,Ind,66288,4,2,,,,0.0007,TN,47101,likely-r
Gloria,La Riva,Ind,7623,2,1,,,,0.0004,TN,47101,likely-r
Roque,De La Fuente,Ind,64542,0,0,,,,0.0,TN,47101,likely-r
Donald,Trump,GOP,8639,12281,7028,,X,True,0.7868,TN,47103,likely-r
Joe,Biden,Dem,1036,2919,2104,,,,0.187,TN,47103,likely-r
Kanye,West,Ind,69343,147,73,,,,0.0094,TN,47103,likely-r
Jo,Jorgensen,Lib,67957,126,52,,,,0.0081,TN,47103,likely-r
Alyson,Kennedy,Ind,65352,41,18,,,,0.0026,TN,47103,likely-r
Don,Blankenship,Ind,66288,33,19,,,,0.0021,TN,47103,likely-r
Roque,De La Fuente,Ind,64542,23,13,,,,0.0015,TN,47103,likely-r
Howie,Hawkins,Ind,32916,23,13,,,,0.0015,TN,47103,likely-r
Gloria,La Riva,Ind,7623,15,7,,,,0.001,TN,47103,likely-r
Donald,Trump,GOP,8639,21713,17883,,X,True,0.74,TN,47105,likely-r
Joe,Biden,Dem,1036,6948,6218,,,,0.2368,TN,47105,likely-r
Jo,Jorgensen,Lib,67957,270,177,,,,0.0092,TN,47105,likely-r
Kanye,West,Ind,69343,181,136,,,,0.0062,TN,47105,likely-r
Don,Blankenship,Ind,66288,76,66,,,,0.0026,TN,47105,likely-r
Alyson,Kennedy,Ind,65352,55,41,,,,0.0019,TN,47105,likely-r
Howie,Hawkins,Ind,32916,49,37,,,,0.0017,TN,47105,likely-r
Gloria,La Riva,Ind,7623,32,22,,,,0.0011,TN,47105,likely-r
Roque,De La Fuente,Ind,64542,16,11,,,,0.0005,TN,47105,likely-r
Donald,Trump,GOP,8639,18198,0,,X,True,0.7967,TN,47107,likely-r
Joe,Biden,Dem,1036,4361,0,,,,0.1909,TN,47107,likely-r
Jo,Jorgensen,Lib,67957,183,0,,,,0.008,TN,47107,likely-r
Don,Blankenship,Ind,66288,33,0,,,,0.0014,TN,47107,likely-r
Kanye,West,Ind,69343,29,0,,,,0.0013,TN,47107,likely-r
Howie,Hawkins,Ind,32916,22,0,,,,0.001,TN,47107,likely-r
Roque,De La Fuente,Ind,64542,8,0,,,,0.0004,TN,47107,likely-r
Gloria,La Riva,Ind,7623,5,0,,,,0.0002,TN,47107,likely-r
Alyson,Kennedy,Ind,65352,4,0,,,,0.0002,TN,47107,likely-r
Donald,Trump,GOP,8639,9093,5723,,X,True,0.8065,TN,47109,likely-r
Joe,Biden,Dem,1036,1943,1409,,,,0.1723,TN,47109,likely-r
Kanye,West,Ind,69343,93,41,,,,0.0082,TN,47109,likely-r
Jo,Jorgensen,Lib,67957,56,23,,,,0.005,TN,47109,likely-r
Alyson,Kennedy,Ind,65352,33,13,,,,0.0029,TN,47109,likely-r
Don,Blankenship,Ind,66288,22,9,,,,0.002,TN,47109,likely-r
Gloria,La Riva,Ind,7623,15,5,,,,0.0013,TN,47109,likely-r
Howie,Hawkins,Ind,32916,15,5,,,,0.0013,TN,47109,likely-r
Roque,De La Fuente,Ind,64542,5,5,,,,0.0004,TN,47109,likely-r
Donald,Trump,GOP,8639,8096,6277,,X,True,0.8534,TN,47111,likely-r
Joe,Biden,Dem,1036,1307,1072,,,,0.1378,TN,47111,likely-r
Jo,Jorgensen,Lib,67957,43,29,,,,0.0045,TN,47111,likely-r
Don,Blankenship,Ind,66288,15,10,,,,0.0016,TN,47111,likely-r
Howie,Hawkins,Ind,32916,10,3,,,,0.0011,TN,47111,likely-r
Kanye,West,Ind,69343,9,5,,,,0.0009,TN,47111,likely-r
Roque,De La Fuente,Ind,64542,4,3,,,,0.0004,TN,47111,likely-r
Alyson,Kennedy,Ind,65352,3,3,,,,0.0003,TN,47111,likely-r
Gloria,La Riva,Ind,7623,0,0,,,,0.0,TN,47111,likely-r
Donald,Trump,GOP,8639,23943,15975,,X,True,0.5575,TN,47113,likely-r
Joe,Biden,Dem,1036,18390,13819,,,,0.4282,TN,47113,likely-r
Jo,Jorgensen,Lib,67957,327,154,,,,0.0076,TN,47113,likely-r
Kanye,West,Ind,69343,83,41,,,,0.0019,TN,47113,likely-r
Don,Blankenship,Ind,66288,74,47,,,,0.0017,TN,47113,likely-r
Howie,Hawkins,Ind,32916,48,28,,,,0.0011,TN,47113,likely-r
Alyson,Kennedy,Ind,65352,35,22,,,,0.0008,TN,47113,likely-r
Roque,De La Fuente,Ind,64542,26,18,,,,0.0006,TN,47113,likely-r
Gloria,La Riva,Ind,7623,23,16,,,,0.0005,TN,47113,likely-r
Donald,Trump,GOP,8639,9911,5167,,X,True,0.7477,TN,47115,likely-r
Joe,Biden,Dem,1036,3177,1833,,,,0.2397,TN,47115,likely-r
Jo,Jorgensen,Lib,67957,93,35,,,,0.007,TN,47115,likely-r
Don,Blankenship,Ind,66288,29,16,,,,0.0022,TN,47115,likely-r
Howie,Hawkins,Ind,32916,20,11,,,,0.0015,TN,47115,likely-r
Kanye,West,Ind,69343,16,7,,,,0.0012,TN,47115,likely-r
Roque,De La Fuente,Ind,64542,4,2,,,,0.0003,TN,47115,likely-r
Alyson,Kennedy,Ind,65352,3,2,,,,0.0002,TN,47115,likely-r
Gloria,La Riva,Ind,7623,3,1,,,,0.0002,TN,47115,likely-r
Donald,Trump,GOP,8639,11043,8106,,X,True,0.7422,TN,47117,likely-r
Joe,Biden,Dem,1036,3605,2929,,,,0.2423,TN,47117,likely-r
Jo,Jorgensen,Lib,67957,126,71,,,,0.0085,TN,47117,likely-r
Kanye,West,Ind,69343,34,22,,,,0.0023,TN,47117,likely-r
Howie,Hawkins,Ind,32916,32,20,,,,0.0022,TN,47117,likely-r
Don,Blankenship,Ind,66288,14,11,,,,0.0009,TN,47117,likely-r
Alyson,Kennedy,Ind,65352,13,10,,,,0.0009,TN,47117,likely-r
Gloria,La Riva,Ind,7623,6,2,,,,0.0004,TN,47117,likely-r
Roque,De La Fuente,Ind,64542,5,3,,,,0.0003,TN,47117,likely-r
Donald,Trump,GOP,8639,31464,19136,,X,True,0.6745,TN,47119,likely-r
Joe,Biden,Dem,1036,14418,8886,,,,0.3091,TN,47119,likely-r
Jo,Jorgensen,Lib,67957,486,227,,,,0.0104,TN,47119,likely-r
Kanye,West,Ind,69343,93,40,,,,0.002,TN,47119,likely-r
Don,Blankenship,Ind,66288,71,28,,,,0.0015,TN,47119,likely-r
Howie,Hawkins,Ind,32916,57,30,,,,0.0012,TN,47119,likely-r
Roque,De La Fuente,Ind,64542,27,12,,,,0.0006,TN,47119,likely-r
Alyson,Kennedy,Ind,65352,25,11,,,,0.0005,TN,47119,likely-r
Gloria,La Riva,Ind,7623,10,5,,,,0.0002,TN,47119,likely-r
Donald,Trump,GOP,8639,4467,0,,X,True,0.8075,TN,47121,likely-r
Joe,Biden,Dem,1036,1008,0,,,,0.1822,TN,47121,likely-r
Jo,Jorgensen,Lib,67957,34,0,,,,0.0061,TN,47121,likely-r
Don,Blankenship,Ind,66288,11,0,,,,0.002,TN,47121,likely-r
Kanye,West,Ind,69343,6,0,,,,0.0011,TN,47121,likely-r
Howie,Hawkins,Ind,32916,5,0,,,,0.0009,TN,47121,likely-r
Roque,De La Fuente,Ind,64542,1,0,,,,0.0002,TN,47121,likely-r
Alyson,Kennedy,Ind,65352,0,0,,,,0.0,TN,47121,likely-r
Gloria,La Riva,Ind,7623,0,0,,,,0.0,TN,47121,likely-r
Donald,Trump,GOP,8639,16783,11080,,X,True,0.8071,TN,47123,likely-r
Joe,Biden,Dem,1036,3764,2430,,,,0.181,TN,47123,likely-r
Jo,Jorgensen,Lib,67957,150,64,,,,0.0072,TN,47123,likely-r
Don,Blankenship,Ind,66288,37,16,,,,0.0018,TN,47123,likely-r
Howie,Hawkins,Ind,32916,24,15,,,,0.0012,TN,47123,likely-r
Kanye,West,Ind,69343,24,7,,,,0.0012,TN,47123,likely-r
Roque,De La Fuente,Ind,64542,8,4,,,,0.0004,TN,47123,likely-r
Alyson,Kennedy,Ind,65352,3,2,,,,0.0001,TN,47123,likely-r
Gloria,La Riva,Ind,7623,2,1,,,,0.0001,TN,47123,likely-r
Donald,Trump,GOP,8639,42187,23640,,X,True,0.5496,TN,47125,likely-r
Joe,Biden,Dem,1036,32472,20918,,,,0.423,TN,47125,likely-r
Jo,Jorgensen,Lib,67957,1439,601,,,,0.0187,TN,47125,likely-r
Kanye,West,Ind,69343,202,86,,,,0.0026,TN,47125,likely-r
Howie,Hawkins,Ind,32916,150,70,,,,0.002,TN,47125,likely-r
Don,Blankenship,Ind,66288,138,55,,,,0.0018,TN,47125,likely-r
Roque,De La Fuente,Ind,64542,68,32,,,,0.0009,TN,47125,likely-r
Alyson,Kennedy,Ind,65352,62,24,,,,0.0008,TN,47125,likely-r
Gloria,La Riva,Ind,7623,39,15,,,,0.0005,TN,47125,likely-r
Donald,Trump,GOP,8639,2888,2075,,X,True,0.816,TN,47127,likely-r
Joe,Biden,Dem,1036,573,412,,,,0.1619,TN,47127,likely-r
Jo,Jorgensen,Lib,67957,30,19,,,,0.0085,TN,47127,likely-r
Kanye,West,Ind,69343,25,17,,,,0.0071,TN,47127,likely-r
Don,Blankenship,Ind,66288,11,7,,,,0.0031,TN,47127,likely-r
Howie,Hawkins,Ind,32916,5,4,,,,0.0014,TN,47127,likely-r
Alyson,Kennedy,Ind,65352,4,3,,,,0.0011,TN,47127,likely-r
Gloria,La Riva,Ind,7623,2,1,,,,0.0006,TN,47127,likely-r
Roque,De La Fuente,Ind,64542,1,1,,,,0.0003,TN,47127,likely-r
Donald,Trump,GOP,8639,6930,0,,X,True,0.8422,TN,47129,likely-r
Joe,Biden,Dem,1036,1167,0,,,,0.1418,TN,47129,likely-r
Jo,Jorgensen,Lib,67957,91,0,,,,0.0111,TN,47129,likely-r
Kanye,West,Ind,69343,13,0,,,,0.0016,TN,47129,likely-r
Howie,Hawkins,Ind,32916,7,0,,,,0.0009,TN,47129,likely-r
Don,Blankenship,Ind,66288,7,0,,,,0.0009,TN,47129,likely-r
Roque,De La Fuente,Ind,64542,5,0,,,,0.0006,TN,47129,likely-r
Alyson,Kennedy,Ind,65352,4,0,,,,0.0005,TN,47129,likely-r
Gloria,La Riva,Ind,7623,4,0,,,,0.0005,TN,47129,likely-r
Donald,Trump,GOP,8639,10790,7609,,X,True,0.798,TN,47131,likely-r
Joe,Biden,Dem,1036,2589,1946,,,,0.1915,TN,47131,likely-r
Jo,Jorgensen,Lib,67957,68,35,,,,0.005,TN,47131,likely-r
Don,Blankenship,Ind,66288,27,19,,,,0.002,TN,47131,likely-r
Kanye,West,Ind,69343,21,9,,,,0.0016,TN,47131,likely-r
Howie,Hawkins,Ind,32916,11,6,,,,0.0008,TN,47131,likely-r
Alyson,Kennedy,Ind,65352,8,6,,,,0.0006,TN,47131,likely-r
Roque,De La Fuente,Ind,64542,4,3,,,,0.0003,TN,47131,likely-r
Gloria,La Riva,Ind,7623,3,1,,,,0.0002,TN,47131,likely-r
Donald,Trump,GOP,8639,7918,5452,,X,True,0.7889,TN,47133,likely-r
Joe,Biden,Dem,1036,2033,1613,,,,0.2026,TN,47133,likely-r
Jo,Jorgensen,Lib,67957,47,26,,,,0.0047,TN,47133,likely-r
Don,Blankenship,Ind,66288,17,9,,,,0.0017,TN,47133,likely-r
Howie,Hawkins,Ind,32916,12,3,,,,0.0012,TN,47133,likely-r
Alyson,Kennedy,Ind,65352,4,3,,,,0.0004,TN,47133,likely-r
Kanye,West,Ind,69343,4,1,,,,0.0004,TN,47133,likely-r
Roque,De La Fuente,Ind,64542,2,2,,,,0.0002,TN,47133,likely-r
Gloria,La Riva,Ind,7623,0,0,,,,0.0,TN,47133,likely-r
Donald,Trump,GOP,8639,2775,1759,,X,True,0.8095,TN,47135,likely-r
Joe,Biden,Dem,1036,615,461,,,,0.1794,TN,47135,likely-r
Jo,Jorgensen,Lib,67957,20,12,,,,0.0058,TN,47135,likely-r
Howie,Hawkins,Ind,32916,11,6,,,,0.0032,TN,47135,likely-r
Kanye,West,Ind,69343,3,1,,,,0.0009,TN,47135,likely-r
Don,Blankenship,Ind,66288,3,3,,,,0.0009,TN,47135,likely-r
Alyson,Kennedy,Ind,65352,1,1,,,,0.0003,TN,47135,likely-r
Gloria,La Riva,Ind,7623,0,0,,,,0.0,TN,47135,likely-r
Roque,De La Fuente,Ind,64542,0,0,,,,0.0,TN,47135,likely-r
Donald,Trump,GOP,8639,2381,1373,,X,True,0.8124,TN,47137,likely-r
Joe,Biden,Dem,1036,525,386,,,,0.1791,TN,47137,likely-r
Jo,Jorgensen,Lib,67957,11,6,,,,0.0038,TN,47137,likely-r
Kanye,West,Ind,69343,7,5,,,,0.0024,TN,47137,likely-r
Howie,Hawkins,Ind,32916,2,1,,,,0.0007,TN,47137,likely-r
Gloria,La Riva,Ind,7623,2,0,,,,0.0007,TN,47137,likely-r
Don,Blankenship,Ind,66288,2,2,,,,0.0007,TN,47137,likely-r
Alyson,Kennedy,Ind,65352,1,0,,,,0.0003,TN,47137,likely-r
Roque,De La Fuente,Ind,64542,0,0,,,,0.0,TN,47137,likely-r
Donald,Trump,GOP,8639,6792,5775,,X,True,0.8124,TN,47139,likely-r
Joe,Biden,Dem,1036,1492,1355,,,,0.1785,TN,47139,likely-r
Jo,Jorgensen,Lib,67957,43,41,,,,0.0051,TN,47139,likely-r
Kanye,West,Ind,69343,14,10,,,,0.0017,TN,47139,likely-r
Don,Blankenship,Ind,66288,6,6,,,,0.0007,TN,47139,likely-r
Howie,Hawkins,Ind,32916,5,4,,,,0.0006,TN,47139,likely-r
Alyson,Kennedy,Ind,65352,5,5,,,,0.0006,TN,47139,likely-r
Roque,De La Fuente,Ind,64542,2,2,,,,0.0002,TN,47139,likely-r
Gloria,La Riva,Ind,7623,1,0,,,,0.0001,TN,47139,likely-r
Donald,Trump,GOP,8639,23759,14761,,X,True,0.7076,TN,47141,likely-r
Joe,Biden,Dem,1036,9185,6825,,,,0.2736,TN,47141,likely-r
Jo,Jorgensen,Lib,67957,428,214,,,,0.0127,TN,47141,likely-r
Howie,Hawkins,Ind,32916,64,38,,,,0.0019,TN,47141,likely-r
Don,Blankenship,Ind,66288,50,24,,,,0.0015,TN,47141,likely-r
Kanye,West,Ind,69343,48,15,,,,0.0014,TN,47141,likely-r
Roque,De La Fuente,Ind,64542,19,11,,,,0.0006,TN,47141,likely-r
Alyson,Kennedy,Ind,65352,14,10,,,,0.0004,TN,47141,likely-r
Gloria,La Riva,Ind,7623,10,5,,,,0.0003,TN,47141,likely-r
Donald,Trump,GOP,8639,11050,7430,,X,True,0.8105,TN,47143,likely-r
Joe,Biden,Dem,1036,2369,1781,,,,0.1738,TN,47143,likely-r
Jo,Jorgensen,Lib,67957,130,66,,,,0.0095,TN,47143,likely-r
Kanye,West,Ind,69343,28,16,,,,0.0021,TN,47143,likely-r
Don,Blankenship,Ind,66288,23,12,,,,0.0017,TN,47143,likely-r
Howie,Hawkins,Ind,32916,17,13,,,,0.0012,TN,47143,likely-r
Alyson,Kennedy,Ind,65352,9,5,,,,0.0007,TN,47143,likely-r
Roque,De La Fuente,Ind,64542,5,3,,,,0.0004,TN,47143,likely-r
Gloria,La Riva,Ind,7623,3,3,,,,0.0002,TN,47143,likely-r
Donald,Trump,GOP,8639,19230,0,,X,True,0.7421,TN,47145,likely-r
Joe,Biden,Dem,1036,6043,0,,,,0.2332,TN,47145,likely-r
Jo,Jorgensen,Lib,67957,308,0,,,,0.0119,TN,47145,likely-r
Kanye,West,Ind,69343,143,0,,,,0.0055,TN,47145,likely-r
Don,Blankenship,Ind,66288,57,0,,,,0.0022,TN,47145,likely-r
Howie,Hawkins,Ind,32916,45,0,,,,0.0017,TN,47145,likely-r
Alyson,Kennedy,Ind,65352,43,0,,,,0.0017,TN,47145,likely-r
Gloria,La Riva,Ind,7623,28,0,,,,0.0011,TN,47145,likely-r
Roque,De La Fuente,Ind,64542,17,0,,,,0.0007,TN,47145,likely-r
Donald,Trump,GOP,8639,24536,16231,,X,True,0.7277,TN,47147,likely-r
Joe,Biden,Dem,1036,8692,6505,,,,0.2578,TN,47147,likely-r
Jo,Jorgensen,Lib,67957,300,158,,,,0.0089,TN,47147,likely-r
Kanye,West,Ind,69343,60,25,,,,0.0018,TN,47147,likely-r
Don,Blankenship,Ind,66288,48,27,,,,0.0014,TN,47147,likely-r
Howie,Hawkins,Ind,32916,39,24,,,,0.0012,TN,47147,likely-r
Alyson,Kennedy,Ind,65352,17,11,,,,0.0005,TN,47147,likely-r
Roque,De La Fuente,Ind,64542,15,10,,,,0.0004,TN,47147,likely-r
Gloria,La Riva,Ind,7623,8,6,,,,0.0002,TN,47147,likely-r
Donald,Trump,GOP,8639,81480,67221,,X,True,0.5663,TN,47149,likely-r
Joe,Biden,Dem,1036,59341,51086,,,,0.4125,TN,47149,likely-r
Jo,Jorgensen,Lib,67957,1853,1286,,,,0.0129,TN,47149,likely-r
Kanye,West,Ind,69343,440,276,,,,0.0031,TN,47149,likely-r
Howie,Hawkins,Ind,32916,280,192,,,,0.0019,TN,47149,likely-r
Don,Blankenship,Ind,66288,235,182,,,,0.0016,TN,47149,likely-r
Alyson,Kennedy,Ind,65352,104,70,,,,0.0007,TN,47149,likely-r
Roque,De La Fuente,Ind,64542,87,60,,,,0.0006,TN,47149,likely-r
Gloria,La Riva,Ind,7623,54,35,,,,0.0004,TN,47149,likely-r
Donald,Trump,GOP,8639,8004,5782,,X,True,0.8842,TN,47151,likely-r
Joe,Biden,Dem,1036,986,786,,,,0.1089,TN,47151,likely-r
Jo,Jorgensen,Lib,67957,32,20,,,,0.0035,TN,47151,likely-r
Kanye,West,Ind,69343,15,9,,,,0.0017,TN,47151,likely-r
Don,Blankenship,Ind,66288,7,5,,,,0.0008,TN,47151,likely-r
Alyson,Kennedy,Ind,65352,5,4,,,,0.0006,TN,47151,likely-r
Howie,Hawkins,Ind,32916,2,2,,,,0.0002,TN,47151,likely-r
Roque,De La Fuente,Ind,64542,1,1,,,,0.0001,TN,47151,likely-r
Gloria,La Riva,Ind,7623,0,0,,,,0.0,TN,47151,likely-r
Donald,Trump,GOP,8639,5855,3925,,X,True,0.8075,TN,47153,likely-r
Joe,Biden,Dem,1036,1298,990,,,,0.179,TN,47153,likely-r
Jo,Jorgensen,Lib,67957,64,39,,,,0.0088,TN,47153,likely-r
Kanye,West,Ind,69343,14,7,,,,0.0019,TN,47153,likely-r
Howie,Hawkins,Ind,32916,11,4,,,,0.0015,TN,47153,likely-r
Don,Blankenship,Ind,66288,5,5,,,,0.0007,TN,47153,likely-r
Alyson,Kennedy,Ind,65352,3,2,,,,0.0004,TN,47153,likely-r
Gloria,La Riva,Ind,7623,1,0,,,,0.0001,TN,47153,likely-r
Roque,De La Fuente,Ind,64542,0,0,,,,0.0,TN,47153,likely-r
Donald,Trump,GOP,8639,33783,20489,,X,True,0.776,TN,47155,likely-r
Joe,Biden,Dem,1036,8721,5910,,,,0.2003,TN,47155,likely-r
Jo,Jorgensen,Lib,67957,402,180,,,,0.0092,TN,47155,likely-r
Kanye,West,Ind,69343,307,135,,,,0.0071,TN,47155,likely-r
Don,Blankenship,Ind,66288,111,45,,,,0.0025,TN,47155,likely-r
Alyson,Kennedy,Ind,65352,83,37,,,,0.0019,TN,47155,likely-r
Howie,Hawkins,Ind,32916,57,32,,,,0.0013,TN,47155,likely-r
Gloria,La Riva,Ind,7623,46,27,,,,0.0011,TN,47155,likely-r
Roque,De La Fuente,Ind,64542,23,6,,,,0.0005,TN,47155,likely-r
Donald,Trump,GOP,8639,7136,6087,,X,True,0.7884,TN,47159,likely-r
Joe,Biden,Dem,1036,1802,1629,,,,0.1991,TN,47159,likely-r
Jo,Jorgensen,Lib,67957,62,44,,,,0.0069,TN,47159,likely-r
Don,Blankenship,Ind,66288,19,15,,,,0.0021,TN,47159,likely-r
Howie,Hawkins,Ind,32916,11,11,,,,0.0012,TN,47159,likely-r
Kanye,West,Ind,69343,9,8,,,,0.001,TN,47159,likely-r
Alyson,Kennedy,Ind,65352,7,5,,,,0.0008,TN,47159,likely-r
Roque,De La Fuente,Ind,64542,3,2,,,,0.0003,TN,47159,likely-r
Gloria,La Riva,Ind,7623,2,2,,,,0.0002,TN,47159,likely-r
Donald,Trump,GOP,8639,4950,3579,,X,True,0.7866,TN,47161,likely-r
Joe,Biden,Dem,1036,1232,956,,,,0.1958,TN,47161,likely-r
Jo,Jorgensen,Lib,67957,65,37,,,,0.0103,TN,47161,likely-r
Kanye,West,Ind,69343,12,3,,,,0.0019,TN,47161,likely-r
Howie,Hawkins,Ind,32916,11,8,,,,0.0017,TN,47161,likely-r
Don,Blankenship,Ind,66288,9,4,,,,0.0014,TN,47161,likely-r
Alyson,Kennedy,Ind,65352,6,3,,,,0.001,TN,47161,likely-r
Gloria,La Riva,Ind,7623,6,3,,,,0.001,TN,47161,likely-r
Roque,De La Fuente,Ind,64542,2,1,,,,0.0003,TN,47161,likely-r
Donald,Trump,GOP,8639,55860,40746,,X,True,0.7514,TN,47163,likely-r
Joe,Biden,Dem,1036,17272,13721,,,,0.2323,TN,47163,likely-r
Jo,Jorgensen,Lib,67957,773,433,,,,0.0104,TN,47163,likely-r
Kanye,West,Ind,69343,135,74,,,,0.0018,TN,47163,likely-r
Don,Blankenship,Ind,66288,122,89,,,,0.0016,TN,47163,likely-r
Howie,Hawkins,Ind,32916,89,50,,,,0.0012,TN,47163,likely-r
Roque,De La Fuente,Ind,64542,35,22,,,,0.0005,TN,47163,likely-r
Alyson,Kennedy,Ind,65352,32,22,,,,0.0004,TN,47163,likely-r
Gloria,La Riva,Ind,7623,20,13,,,,0.0003,TN,47163,likely-r
Donald,Trump,GOP,8639,63454,43876,,X,True,0.685,TN,47165,likely-r
Joe,Biden,Dem,1036,27680,21673,,,,0.2988,TN,47165,likely-r
Jo,Jorgensen,Lib,67957,940,512,,,,0.0101,TN,47165,likely-r
Kanye,West,Ind,69343,174,72,,,,0.0019,TN,47165,likely-r
Don,Blankenship,Ind,66288,137,80,,,,0.0015,TN,47165,likely-r
Howie,Hawkins,Ind,32916,112,62,,,,0.0012,TN,47165,likely-r
Alyson,Kennedy,Ind,65352,59,30,,,,0.0006,TN,47165,likely-r
Roque,De La Fuente,Ind,64542,49,25,,,,0.0005,TN,47165,likely-r
Gloria,La Riva,Ind,7623,25,16,,,,0.0003,TN,47165,likely-r
Donald,Trump,GOP,8639,20070,0,,X,True,0.7351,TN,47167,likely-r
Joe,Biden,Dem,1036,6837,0,,,,0.2504,TN,47167,likely-r
Jo,Jorgensen,Lib,67957,224,0,,,,0.0082,TN,47167,likely-r
Kanye,West,Ind,69343,56,0,,,,0.0021,TN,47167,likely-r
Don,Blankenship,Ind,66288,46,0,,,,0.0017,TN,47167,likely-r
Howie,Hawkins,Ind,32916,28,0,,,,0.001,TN,47167,likely-r
Alyson,Kennedy,Ind,65352,21,0,,,,0.0008,TN,47167,likely-r
Roque,De La Fuente,Ind,64542,13,0,,,,0.0005,TN,47167,likely-r
Gloria,La Riva,Ind,7623,9,0,,,,0.0003,TN,47167,likely-r
Donald,Trump,GOP,8639,2936,2168,,X,True,0.7344,TN,47169,likely-r
Joe,Biden,Dem,1036,1012,842,,,,0.2531,TN,47169,likely-r
Jo,Jorgensen,Lib,67957,35,27,,,,0.0088,TN,47169,likely-r
Kanye,West,Ind,69343,9,5,,,,0.0023,TN,47169,likely-r
Howie,Hawkins,Ind,32916,2,1,,,,0.0005,TN,47169,likely-r
Alyson,Kennedy,Ind,65352,2,1,,,,0.0005,TN,47169,likely-r
Don,Blankenship,Ind,66288,2,2,,,,0.0005,TN,47169,likely-r
Roque,De La Fuente,Ind,64542,0,0,,,,0.0,TN,47169,likely-r
Gloria,La Riva,Ind,7623,0,0,,,,0.0,TN,47169,likely-r
Donald,Trump,GOP,8639,6599,0,,X,True,0.7945,TN,47171,likely-r
Joe,Biden,Dem,1036,1615,0,,,,0.1944,TN,47171,likely-r
Jo,Jorgensen,Lib,67957,50,0,,,,0.006,TN,47171,likely-r
Don,Blankenship,Ind,66288,15,0,,,,0.0018,TN,47171,likely-r
Kanye,West,Ind,69343,14,0,,,,0.0017,TN,47171,likely-r
Howie,Hawkins,Ind,32916,6,0,,,,0.0007,TN,47171,likely-r
Alyson,Kennedy,Ind,65352,4,0,,,,0.0005,TN,47171,likely-r
Roque,De La Fuente,Ind,64542,2,0,,,,0.0002,TN,47171,likely-r
Gloria,La Riva,Ind,7623,1,0,,,,0.0001,TN,47171,likely-r
Donald,Trump,GOP,8639,6803,3178,,X,True,0.8375,TN,47173,likely-r
Joe,Biden,Dem,1036,1249,833,,,,0.1538,TN,47173,likely-r
Jo,Jorgensen,Lib,67957,44,16,,,,0.0054,TN,47173,likely-r
Don,Blankenship,Ind,66288,9,3,,,,0.0011,TN,47173,likely-r
Kanye,West,Ind,69343,8,4,,,,0.001,TN,47173,likely-r
Howie,Hawkins,Ind,32916,6,2,,,,0.0007,TN,47173,likely-r
Alyson,Kennedy,Ind,65352,2,1,,,,0.0002,TN,47173,likely-r
Roque,De La Fuente,Ind,64542,2,0,,,,0.0002,TN,47173,likely-r
Gloria,La Riva,Ind,7623,0,0,,,,0.0,TN,47173,likely-r
Donald,Trump,GOP,8639,2342,1453,,X,True,0.8018,TN,47175,likely-r
Joe,Biden,Dem,1036,544,405,,,,0.1862,TN,47175,likely-r
Jo,Jorgensen,Lib,67957,23,7,,,,0.0079,TN,47175,likely-r
Kanye,West,Ind,69343,6,2,,,,0.0021,TN,47175,likely-r
Howie,Hawkins,Ind,32916,2,0,,,,0.0007,TN,47175,likely-r
Alyson,Kennedy,Ind,65352,2,2,,,,0.0007,TN,47175,likely-r
Don,Blankenship,Ind,66288,1,1,,,,0.0003,TN,47175,likely-r
Roque,De La Fuente,Ind,64542,1,1,,,,0.0003,TN,47175,likely-r
Gloria,La Riva,Ind,7623,0,0,,,,0.0,TN,47175,likely-r
Donald,Trump,GOP,8639,11850,0,,X,True,0.7403,TN,47177,likely-r
Joe,Biden,Dem,1036,3924,0,,,,0.2451,TN,47177,likely-r
Jo,Jorgensen,Lib,67957,119,0,,,,0.0074,TN,47177,likely-r
Kanye,West,Ind,69343,41,0,,,,0.0026,TN,47177,likely-r
Howie,Hawkins,Ind,32916,25,0,,,,0.0016,TN,47177,likely-r
